,0,1,2,3,4,5,y
0,0.0,0.0,0.0,7.0,5.0,6.0, negative
1,7.0,0.0,0.0,6.0,6.0,7.0, negative
2,1.0,2.0,0.0,8.0,2.0,3.0, negative
3,8.0,4.0,0.0,1.0,6.0,7.0, negative
4,3.0,2.0,0.0,4.0,2.0,2.0, negative
5,1.0,2.0,0.0,6.0,3.0,4.0, negative
6,0.0,6.0,0.0,5.0,7.0,8.0, negative
7,5.0,0.0,0.0,8.0,1.0,0.0, negative
8,5.0,1.0,0.0,8.0,3.0,4.0, negative
9,2.0,8.0,0.0,4.0,1.0,2.0, negative
10,5.0,2.0,0.0,5.0,2.0,3.0, negative
11,7.0,1.0,0.0,5.0,4.0,3.0, negative
12,2.0,0.0,0.0,5.0,6.0,7.0, negative
13,3.0,6.0,0.0,2.0,2.0,3.0, negative
14,6.0,1.0,0.0,8.0,7.0,8.0, negative
15,1.0,0.0,0.0,2.0,3.0,4.0, negative
16,5.0,9.0,0.0,2.0,1.0,2.0, negative
17,0.0,6.0,0.0,2.0,1.0,0.0, negative
18,3.0,1.0,0.0,9.0,0.0,1.0, negative
19,7.0,9.0,0.0,2.0,5.0,6.0, negative
20,0.0,1.0,0.0,8.0,0.0,1.0, negative
21,3.0,4.0,0.0,5.0,6.0,7.0, negative
22,2.0,0.0,0.0,5.0,4.0,5.0, negative
23,5.0,4.0,0.0,7.0,5.0,6.0, negative
24,7.0,4.0,0.0,4.0,3.0,3.0, negative
25,0.0,2.0,0.0,3.0,5.0,6.0, negative
26,4.0,9.0,0.0,2.0,6.0,7.0, negative
27,8.0,7.0,0.0,9.0,0.0,0.0, negative
28,3.0,5.0,0.0,1.0,3.0,4.0, negative
29,4.0,7.0,0.0,5.0,1.0,2.0, negative
30,0.0,4.0,0.0,9.0,6.0,7.0, negative
31,7.0,6.0,0.0,5.0,5.0,5.0, negative
32,6.0,3.0,0.0,8.0,8.0,8.0, negative
33,5.0,0.0,0.0,2.0,3.0,4.0, negative
34,5.0,3.0,0.0,8.0,0.0,1.0, negative
35,1.0,2.0,0.0,4.0,4.0,6.0, negative
36,4.0,8.0,0.0,3.0,6.0,3.0, negative
37,1.0,3.0,0.0,1.0,6.0,7.0, negative
38,1.0,9.0,0.0,1.0,7.0,8.0, negative
39,6.0,7.0,0.0,0.0,1.0,1.0, negative
40,7.0,7.0,0.0,0.0,4.0,5.0, negative
41,0.0,3.0,0.0,4.0,4.0,5.0, negative
42,5.0,4.0,0.0,7.0,5.0,6.0, negative
43,6.0,9.0,0.0,0.0,7.0,7.0, negative
44,7.0,3.0,0.0,2.0,3.0,4.0, negative
45,4.0,5.0,0.0,5.0,7.0,7.0, negative
46,1.0,0.0,0.0,5.0,2.0,3.0, negative
47,6.0,2.0,0.0,6.0,4.0,6.0, negative
48,1.0,6.0,0.0,7.0,7.0,8.0, negative
49,2.0,4.0,0.0,2.0,4.0,5.0, negative
50,7.0,9.0,0.0,3.0,7.0,7.0, negative
51,2.0,4.0,0.0,4.0,3.0,3.0, negative
52,4.0,8.0,0.0,8.0,0.0,7.0, negative
53,2.0,1.0,0.0,1.0,2.0,3.0, negative
54,6.0,8.0,0.0,5.0,3.0,3.0, negative
55,4.0,1.0,0.0,3.0,5.0,6.0, negative
56,6.0,5.0,0.0,3.0,2.0,0.0, negative
57,5.0,0.0,0.0,5.0,3.0,3.0, negative
58,6.0,5.0,0.0,4.0,2.0,3.0, negative
59,5.0,8.0,0.0,6.0,6.0,7.0, negative
60,6.0,2.0,0.0,4.0,3.0,4.0, negative
61,3.0,5.0,0.0,5.0,6.0,7.0, negative
62,3.0,2.0,0.0,2.0,5.0,6.0, negative
63,3.0,7.0,0.0,2.0,2.0,2.0, negative
64,3.0,9.0,0.0,8.0,4.0,5.0, negative
65,4.0,9.0,0.0,4.0,7.0,7.0, negative
66,7.0,6.0,0.0,1.0,5.0,5.0, negative
67,7.0,5.0,0.0,0.0,4.0,4.0, negative
68,3.0,7.0,0.0,6.0,5.0,6.0, negative
69,0.0,5.0,0.0,1.0,3.0,1.0, negative
70,5.0,6.0,0.0,0.0,2.0,1.0, negative
71,0.0,6.0,0.0,1.0,1.0,2.0, negative
72,3.0,7.0,0.0,0.0,3.0,4.0, negative
73,4.0,4.0,0.0,0.0,5.0,6.0, negative
74,8.0,9.0,0.0,1.0,6.0,1.0, negative
75,7.0,7.0,0.0,8.0,4.0,5.0, negative
76,4.0,0.0,0.0,9.0,2.0,3.0, negative
77,4.0,1.0,0.0,7.0,1.0,1.0, negative
78,3.0,7.0,0.0,7.0,1.0,2.0, negative
79,1.0,2.0,0.0,2.0,0.0,0.0, negative
80,2.0,1.0,0.0,4.0,4.0,5.0, negative
81,5.0,2.0,0.0,0.0,7.0,7.0, negative
82,6.0,6.0,0.0,6.0,0.0,0.0, negative
83,6.0,2.0,0.0,8.0,0.0,1.0, negative
84,3.0,2.0,0.0,0.0,0.0,0.0, negative
85,3.0,3.0,0.0,6.0,7.0,8.0, negative
86,4.0,2.0,0.0,5.0,0.0,1.0, negative
87,4.0,0.0,0.0,4.0,4.0,4.0, negative
88,4.0,6.0,0.0,4.0,0.0,2.0, negative
89,5.0,8.0,0.0,8.0,0.0,2.0, negative
90,3.0,5.0,0.0,2.0,5.0,6.0, negative
91,7.0,8.0,0.0,7.0,0.0,1.0, negative
92,3.0,2.0,0.0,0.0,6.0,0.0, negative
93,2.0,1.0,0.0,2.0,4.0,5.0, negative
94,1.0,5.0,0.0,6.0,2.0,2.0, negative
95,1.0,4.0,0.0,7.0,0.0,4.0, negative
96,7.0,3.0,0.0,6.0,5.0,6.0, negative
97,2.0,2.0,0.0,4.0,1.0,2.0, negative
98,0.0,7.0,0.0,3.0,5.0,6.0, negative
99,1.0,2.0,0.0,4.0,3.0,4.0, negative
100,4.0,6.0,0.0,3.0,6.0,7.0, negative
101,0.0,4.0,0.0,3.0,7.0,8.0, negative
102,5.0,2.0,0.0,2.0,5.0,6.0, negative
103,2.0,0.0,0.0,9.0,3.0,4.0, negative
104,1.0,8.0,0.0,6.0,6.0,7.0, negative
105,4.0,5.0,0.0,7.0,4.0,5.0, negative
