%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 9     Instances: 159
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute 'y' {' negative'}

@data
0,3.0,0.0,1.0,0.0,3.0,2.0,2.0,' negative'
1,1.0,1.0,1.0,0.0,4.0,1.0,1.0,' negative'
2,4.0,2.0,1.0,0.0,2.0,2.0,2.0,' negative'
3,1.0,1.0,1.0,0.0,3.0,1.0,1.0,' negative'
4,1.0,1.0,1.0,0.0,3.0,1.0,2.0,' negative'
5,0.0,2.0,1.0,0.0,3.0,3.0,3.0,' negative'
6,2.0,1.0,1.0,0.0,4.0,1.0,2.0,' negative'
7,1.0,2.0,1.0,0.0,3.0,0.0,1.0,' negative'
8,2.0,1.0,1.0,0.0,3.0,1.0,1.0,' negative'
9,3.0,0.0,1.0,0.0,3.0,1.0,1.0,' negative'
10,1.0,2.0,1.0,0.0,3.0,0.0,1.0,' negative'
11,1.0,0.0,1.0,0.0,3.0,2.0,3.0,' negative'
12,2.0,2.0,1.0,0.0,2.0,1.0,1.0,' negative'
13,1.0,0.0,1.0,0.0,2.0,1.0,2.0,' negative'
14,2.0,3.0,1.0,0.0,2.0,1.0,1.0,' negative'
15,0.0,2.0,1.0,0.0,2.0,1.0,0.0,' negative'
16,3.0,3.0,1.0,0.0,2.0,2.0,2.0,' negative'
17,0.0,0.0,1.0,0.0,4.0,0.0,1.0,' negative'
18,1.0,0.0,1.0,0.0,3.0,1.0,2.0,' negative'
19,2.0,1.0,1.0,0.0,4.0,2.0,2.0,' negative'
20,2.0,2.0,1.0,0.0,3.0,1.0,2.0,' negative'
21,3.0,1.0,1.0,0.0,3.0,1.0,2.0,' negative'
22,2.0,1.0,1.0,0.0,2.0,2.0,2.0,' negative'
23,3.0,3.0,1.0,0.0,2.0,2.0,2.0,' negative'
24,0.0,1.0,1.0,0.0,2.0,2.0,2.0,' negative'
25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,' negative'
26,2.0,3.0,1.0,0.0,2.0,2.0,2.0,' negative'
27,1.0,3.0,1.0,0.0,2.0,1.0,2.0,' negative'
28,2.0,2.0,1.0,0.0,2.0,1.0,2.0,' negative'
29,2.0,2.0,1.0,0.0,3.0,1.0,1.0,' negative'
30,2.0,2.0,1.0,0.0,3.0,1.0,2.0,' negative'
31,0.0,1.0,1.0,0.0,4.0,2.0,3.0,' negative'
32,0.0,0.0,1.0,0.0,3.0,2.0,2.0,' negative'
33,1.0,1.0,1.0,0.0,0.0,1.0,2.0,' negative'
34,4.0,2.0,1.0,0.0,3.0,2.0,2.0,' negative'
35,1.0,1.0,1.0,0.0,3.0,2.0,0.0,' negative'
36,2.0,1.0,1.0,0.0,4.0,3.0,3.0,' negative'
37,2.0,0.0,1.0,0.0,2.0,1.0,2.0,' negative'
38,1.0,1.0,1.0,0.0,2.0,1.0,2.0,' negative'
39,2.0,3.0,1.0,0.0,2.0,2.0,2.0,' negative'
40,1.0,0.0,1.0,0.0,3.0,0.0,1.0,' negative'
41,1.0,1.0,1.0,0.0,2.0,2.0,2.0,' negative'
42,1.0,3.0,1.0,0.0,2.0,3.0,3.0,' negative'
43,3.0,2.0,1.0,0.0,1.0,0.0,1.0,' negative'
44,3.0,2.0,1.0,0.0,1.0,1.0,2.0,' negative'
45,0.0,1.0,1.0,0.0,3.0,1.0,2.0,' negative'
46,2.0,1.0,1.0,0.0,0.0,1.0,2.0,' negative'
47,2.0,1.0,1.0,0.0,4.0,2.0,2.0,' negative'
48,2.0,3.0,1.0,0.0,0.0,3.0,3.0,' negative'
49,2.0,2.0,1.0,0.0,3.0,3.0,3.0,' negative'
50,3.0,1.0,1.0,0.0,3.0,1.0,2.0,' negative'
51,1.0,2.0,1.0,0.0,4.0,3.0,3.0,' negative'
52,1.0,1.0,1.0,0.0,2.0,1.0,2.0,' negative'
53,3.0,3.0,1.0,0.0,2.0,3.0,3.0,' negative'
54,1.0,1.0,1.0,0.0,2.0,1.0,2.0,' negative'
55,2.0,3.0,1.0,0.0,3.0,1.0,2.0,' negative'
56,2.0,2.0,1.0,0.0,2.0,1.0,0.0,' negative'
57,1.0,2.0,1.0,0.0,2.0,1.0,2.0,' negative'
58,2.0,0.0,1.0,0.0,3.0,1.0,2.0,' negative'
59,3.0,2.0,1.0,0.0,3.0,1.0,1.0,' negative'
60,2.0,2.0,1.0,0.0,3.0,2.0,3.0,' negative'
61,1.0,2.0,1.0,0.0,3.0,2.0,2.0,' negative'
62,2.0,2.0,1.0,0.0,3.0,1.0,2.0,' negative'
63,1.0,2.0,1.0,0.0,2.0,1.0,1.0,' negative'
64,2.0,3.0,1.0,0.0,4.0,1.0,2.0,' negative'
65,2.0,3.0,1.0,0.0,2.0,2.0,3.0,' negative'
66,0.0,2.0,1.0,0.0,3.0,3.0,3.0,' negative'
67,0.0,2.0,1.0,0.0,3.0,3.0,3.0,' negative'
68,3.0,2.0,1.0,0.0,2.0,2.0,2.0,' negative'
69,0.0,3.0,1.0,0.0,1.0,1.0,1.0,' negative'
70,3.0,2.0,1.0,0.0,1.0,1.0,2.0,' negative'
71,2.0,2.0,1.0,0.0,3.0,2.0,2.0,' negative'
72,0.0,2.0,1.0,0.0,2.0,1.0,1.0,' negative'
73,2.0,2.0,1.0,0.0,0.0,1.0,1.0,' negative'
74,4.0,4.0,1.0,0.0,3.0,2.0,2.0,' negative'
75,2.0,1.0,1.0,0.0,0.0,2.0,2.0,' negative'
76,3.0,3.0,1.0,0.0,2.0,1.0,1.0,' negative'
77,3.0,2.0,1.0,0.0,4.0,1.0,2.0,' negative'
78,2.0,0.0,1.0,0.0,4.0,1.0,1.0,' negative'
79,2.0,1.0,1.0,0.0,4.0,0.0,1.0,' negative'
80,1.0,1.0,1.0,0.0,2.0,0.0,0.0,' negative'
81,2.0,1.0,1.0,0.0,2.0,2.0,3.0,' negative'
82,3.0,2.0,1.0,0.0,3.0,0.0,0.0,' negative'
83,3.0,1.0,1.0,0.0,4.0,0.0,1.0,' negative'
84,2.0,1.0,1.0,0.0,3.0,3.0,3.0,' negative'
85,2.0,1.0,1.0,0.0,3.0,0.0,1.0,' negative'
86,2.0,0.0,1.0,0.0,2.0,1.0,2.0,' negative'
87,2.0,2.0,1.0,0.0,2.0,0.0,1.0,' negative'
88,1.0,3.0,1.0,0.0,2.0,2.0,0.0,' negative'
89,1.0,1.0,1.0,0.0,2.0,1.0,2.0,' negative'
90,1.0,2.0,1.0,0.0,3.0,1.0,1.0,' negative'
91,1.0,2.0,1.0,0.0,4.0,0.0,2.0,' negative'
92,0.0,1.0,1.0,0.0,2.0,1.0,2.0,' negative'
93,2.0,3.0,1.0,0.0,3.0,2.0,2.0,' negative'
94,1.0,1.0,1.0,0.0,3.0,1.0,1.0,' negative'
95,0.0,2.0,1.0,0.0,2.0,2.0,2.0,' negative'
