@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN1_arff/poker-8-9_vs_6/KBN1poker-8-9_vs_6-5-1tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute Class {' negative'}
@data
0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,' negativ
1,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,' negativ
3,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,' negativ
4,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,' negativ
5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,' negativ
6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,' negativ
7,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,' negativ
8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,' negativ
9,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,' negativ
10,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,' negativ
11,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,' negativ
12,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,' negativ
13,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,' negativ
14,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,' negativ
15,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,' negativ
16,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,' negativ
17,2.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,' negativ
18,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,' negativ
19,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,' negativ
20,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,' negativ
21,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,' negativ
22,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,' negativ
23,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,' negativ
24,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,' negativ
25,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,' negativ
26,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,' negativ
27,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,' negativ
28,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,' negativ
29,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,' negativ
30,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,' negativ
31,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,' negativ
32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,' negativ
33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,' negativ
34,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,' negativ
35,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,' negativ
36,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,' negativ
37,0.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,' negativ
