,0,1,2,3,4,5,6,7,8,Class
0,6.0,7.0,9.0,1.0,2.0,1.0,5.0,0.0,0.0, negative
1,3.0,9.0,9.0,5.0,4.0,3.0,3.0,0.0,0.0, negative
2,2.0,5.0,8.0,3.0,8.0,4.0,3.0,0.0,0.0, negative
3,0.0,5.0,9.0,6.0,7.0,4.0,2.0,0.0,2.0, negative
4,2.0,5.0,8.0,4.0,7.0,4.0,3.0,0.0,2.0, negative
5,2.0,6.0,8.0,4.0,6.0,3.0,3.0,0.0,1.0, negative
6,1.0,4.0,8.0,5.0,9.0,4.0,3.0,0.0,0.0, negative
7,6.0,9.0,9.0,0.0,2.0,0.0,4.0,0.0,0.0, negative
8,0.0,7.0,9.0,6.0,8.0,2.0,2.0,0.0,0.0, negative
9,1.0,4.0,9.0,5.0,8.0,3.0,3.0,0.0,0.0, negative
10,2.0,5.0,8.0,5.0,7.0,4.0,3.0,0.0,0.0, negative
11,5.0,6.0,9.0,2.0,4.0,1.0,5.0,0.0,1.0, negative
12,1.0,4.0,9.0,4.0,8.0,4.0,3.0,0.0,1.0, negative
13,1.0,4.0,8.0,4.0,8.0,4.0,3.0,0.0,0.0, negative
14,0.0,6.0,8.0,4.0,6.0,3.0,3.0,0.0,0.0, negative
15,1.0,7.0,9.0,7.0,3.0,4.0,2.0,0.0,0.0, negative
16,9.0,7.0,0.0,5.0,0.0,1.0,9.0,0.0,1.0, negative
17,0.0,7.0,9.0,6.0,5.0,4.0,2.0,0.0,0.0, negative
18,0.0,6.0,8.0,5.0,8.0,4.0,2.0,0.0,0.0, negative
19,2.0,6.0,9.0,4.0,5.0,3.0,3.0,0.0,3.0, negative
20,2.0,5.0,9.0,4.0,6.0,4.0,3.0,0.0,3.0, negative
21,0.0,6.0,9.0,6.0,7.0,4.0,2.0,0.0,9.0, negative
22,2.0,5.0,9.0,3.0,5.0,4.0,4.0,0.0,1.0, negative
23,8.0,8.0,7.0,4.0,0.0,0.0,6.0,0.0,0.0, negative
24,0.0,7.0,9.0,5.0,5.0,4.0,2.0,0.0,0.0, negative
25,0.0,6.0,9.0,6.0,7.0,4.0,2.0,0.0,0.0, negative
26,2.0,6.0,8.0,5.0,4.0,3.0,3.0,0.0,0.0, negative
27,2.0,5.0,9.0,3.0,8.0,3.0,3.0,0.0,1.0, negative
28,1.0,6.0,9.0,6.0,6.0,4.0,2.0,0.0,3.0, negative
29,2.0,7.0,9.0,4.0,5.0,3.0,3.0,0.0,0.0, negative
30,2.0,5.0,7.0,5.0,7.0,4.0,3.0,0.0,0.0, negative
31,5.0,0.0,4.0,6.0,9.0,3.0,7.0,0.0,0.0, negative
32,4.0,6.0,0.0,7.0,8.0,3.0,7.0,0.0,0.0, negative
33,3.0,5.0,4.0,7.0,6.0,4.0,5.0,0.0,0.0, negative
34,4.0,9.0,0.0,8.0,9.0,0.0,3.0,9.0,0.0, negative
35,2.0,9.0,8.0,9.0,0.0,9.0,0.0,9.0,0.0, negative
36,0.0,8.0,4.0,7.0,8.0,0.0,3.0,4.0,0.0, negative
37,0.0,5.0,8.0,4.0,8.0,3.0,3.0,0.0,0.0, positive
38,1.0,7.0,9.0,3.0,7.0,0.0,3.0,0.0,0.0, positive
39,5.0,9.0,9.0,2.0,1.0,0.0,4.0,0.0,0.0, positive
40,2.0,7.0,8.0,6.0,3.0,3.0,3.0,0.0,0.0, positive
41,0.0,6.0,9.0,4.0,6.0,3.0,3.0,0.0,0.0, positive
42,0.0,6.0,8.0,7.0,5.0,4.0,3.0,0.0,1.0, positive
43,5.0,8.0,9.0,0.0,2.0,0.0,5.0,0.0,0.0, positive
44,6.0,9.0,9.0,2.0,0.0,1.0,4.0,0.0,4.0, positive
45,1.0,5.0,9.0,4.0,6.0,4.0,3.0,0.0,0.0, positive
46,2.0,7.0,9.0,1.0,8.0,0.0,4.0,0.0,0.0, positive
47,2.0,7.0,8.0,6.0,3.0,3.0,3.0,0.0,9.0, positive
48,0.0,7.0,8.0,4.0,6.0,4.0,3.0,0.0,0.0, positive
49,3.0,7.0,9.0,1.0,6.0,1.0,4.0,0.0,2.0, positive
50,2.0,6.0,8.0,6.0,4.0,3.0,4.0,0.0,0.0, positive
51,1.0,6.0,9.0,5.0,6.0,3.0,3.0,0.0,1.0, positive
52,0.0,7.0,8.0,4.0,6.0,3.0,3.0,0.0,0.0, positive
53,0.0,3.0,9.0,5.0,7.0,3.0,3.0,0.0,0.0, positive
