@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN2_arff/glass-0-1-4-6_vs_2/KBN2glass-0-1-4-6_vs_2-5-1tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute Class {' negative',' positive'}
@data
0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,' negativ
1,3.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,' negativ
2,2.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,' negativ
3,2.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,' negativ
4,0.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,3.0,' negativ
5,2.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,' negativ
6,2.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,' negativ
7,2.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,' negativ
8,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,' negativ
9,3.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,' negativ
10,2.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,' negativ
11,4.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,' negativ
12,2.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,' negativ
13,2.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,' negativ
14,3.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,' negativ
15,2.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,' negativ
16,2.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,' negativ
17,1.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,' negativ
18,1.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,' negativ
19,2.0,0.0,2.0,1.0,4.0,2.0,1.0,0.0,2.0,' negativ
20,1.0,1.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,' negativ
21,1.0,1.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,' negativ
22,1.0,1.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,' negativ
23,1.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,' negativ
24,2.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,' negativ
25,4.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,' negativ
26,1.0,2.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,' negativ
27,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,' negativ
28,1.0,1.0,2.0,1.0,4.0,2.0,1.0,0.0,2.0,' negativ
29,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,' negativ
30,3.0,0.0,1.0,2.0,3.0,2.0,3.0,0.0,0.0,' negativ
31,1.0,3.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,' negativ
32,3.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,' negativ
33,2.0,3.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,' negativ
34,1.0,3.0,0.0,3.0,4.0,0.0,1.0,1.0,4.0,' negativ
35,1.0,3.0,0.0,4.0,3.0,0.0,2.0,1.0,0.0,' negativ
36,2.0,2.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,' positiv
37,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,' positiv
38,1.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,' positiv
39,1.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,' positiv
40,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,' positiv
41,1.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,' positiv
42,1.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,' positiv
43,3.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,' positiv
44,1.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,' positiv
45,3.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,' positiv
46,1.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,' positiv
47,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,4.0,' positiv
48,1.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,' positiv
49,2.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,' positiv
50,2.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,' positiv
51,3.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,' positiv
52,1.0,0.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,' positiv
