@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN1_arff/new-thyroid1/KBN1new-thyroid1-5-3tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute Class {' negative',' positive'}
@data
0,2.0,0.0,0.0,2.0,1.0,' negativ
1,1.0,1.0,0.0,0.0,0.0,' positiv
2,1.0,0.0,0.0,0.0,0.0,' negativ
3,1.0,1.0,1.0,0.0,0.0,' positiv
4,1.0,0.0,0.0,0.0,0.0,' negativ
5,1.0,0.0,0.0,0.0,0.0,' negativ
6,1.0,0.0,0.0,0.0,0.0,' negativ
7,1.0,0.0,0.0,0.0,0.0,' negativ
8,2.0,0.0,0.0,0.0,0.0,' negativ
9,1.0,0.0,0.0,0.0,0.0,' negativ
10,1.0,0.0,0.0,0.0,0.0,' negativ
11,0.0,0.0,0.0,0.0,0.0,' negativ
12,1.0,0.0,0.0,0.0,0.0,' negativ
13,2.0,0.0,0.0,0.0,0.0,' negativ
14,1.0,1.0,1.0,0.0,0.0,' positiv
15,1.0,0.0,0.0,0.0,0.0,' negativ
16,1.0,0.0,0.0,0.0,0.0,' negativ
17,0.0,0.0,0.0,0.0,0.0,' positiv
18,2.0,2.0,1.0,0.0,0.0,' positiv
19,2.0,1.0,0.0,0.0,0.0,' negativ
20,2.0,0.0,0.0,0.0,0.0,' negativ
21,1.0,0.0,0.0,0.0,0.0,' negativ
22,1.0,0.0,0.0,0.0,0.0,' negativ
23,2.0,1.0,0.0,0.0,0.0,' negativ
24,0.0,2.0,1.0,0.0,0.0,' positiv
25,2.0,0.0,0.0,0.0,0.0,' negativ
26,1.0,0.0,0.0,0.0,0.0,' negativ
27,2.0,0.0,0.0,0.0,1.0,' negativ
28,1.0,0.0,0.0,0.0,0.0,' negativ
29,1.0,0.0,0.0,0.0,0.0,' negativ
30,1.0,0.0,0.0,0.0,0.0,' negativ
31,1.0,0.0,0.0,0.0,0.0,' negativ
32,1.0,0.0,0.0,0.0,0.0,' negativ
33,1.0,0.0,0.0,0.0,0.0,' negativ
34,2.0,0.0,0.0,0.0,0.0,' negativ
35,1.0,0.0,0.0,0.0,0.0,' negativ
36,0.0,2.0,1.0,0.0,0.0,' positiv
37,1.0,0.0,0.0,0.0,0.0,' negativ
38,1.0,0.0,0.0,0.0,0.0,' negativ
39,2.0,0.0,0.0,1.0,2.0,' negativ
40,1.0,0.0,0.0,0.0,0.0,' negativ
41,2.0,0.0,0.0,0.0,0.0,' negativ
42,0.0,2.0,2.0,0.0,0.0,' positiv
43,0.0,1.0,1.0,0.0,0.0,' positiv
44,1.0,2.0,1.0,0.0,0.0,' positiv
45,0.0,2.0,0.0,0.0,0.0,' positiv
46,1.0,1.0,0.0,0.0,0.0,' positiv
47,1.0,1.0,1.0,0.0,0.0,' positiv
48,1.0,1.0,0.0,0.0,0.0,' positiv
49,0.0,2.0,2.0,0.0,0.0,' positiv
50,0.0,2.0,1.0,0.0,0.0,' positiv
51,2.0,1.0,1.0,0.0,0.0,' positiv
52,2.0,1.0,1.0,0.0,0.0,' positiv
53,0.0,2.0,2.0,0.0,0.0,' positiv
54,0.0,2.0,1.0,0.0,0.0,' positiv
55,1.0,1.0,0.0,0.0,0.0,' positiv
56,1.0,2.0,0.0,0.0,0.0,' positiv
57,1.0,1.0,0.0,0.0,0.0,' positiv
58,1.0,1.0,0.0,0.0,0.0,' positiv
59,1.0,0.0,0.0,0.0,0.0,' positiv
60,0.0,1.0,0.0,0.0,0.0,' positiv
61,0.0,1.0,1.0,0.0,0.0,' positiv
62,0.0,2.0,2.0,0.0,0.0,' positiv
63,1.0,1.0,1.0,0.0,0.0,' positiv
64,0.0,1.0,2.0,0.0,0.0,' positiv
65,1.0,1.0,0.0,0.0,0.0,' positiv
66,0.0,1.0,2.0,0.0,0.0,' positiv
67,0.0,2.0,1.0,0.0,0.0,' positiv
68,0.0,1.0,1.0,0.0,0.0,' positiv
69,1.0,1.0,0.0,0.0,0.0,' positiv
