@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN3_arff/yeast-1_vs_7/KBN3yeast-1_vs_7-5-4tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute Class {' negative',' positive'}
@data
0,6.0,6.0,7.0,2.0,0.0,5.0,1.0,' negativ
1,5.0,5.0,4.0,0.0,0.0,8.0,2.0,' negativ
2,4.0,0.0,7.0,4.0,0.0,4.0,5.0,' negativ
3,1.0,1.0,7.0,2.0,0.0,4.0,7.0,' negativ
4,2.0,3.0,5.0,7.0,0.0,4.0,1.0,' negativ
5,7.0,5.0,6.0,6.0,0.0,6.0,1.0,' negativ
6,6.0,4.0,6.0,7.0,0.0,7.0,0.0,' negativ
7,1.0,3.0,6.0,3.0,0.0,5.0,2.0,' negativ
8,5.0,5.0,5.0,2.0,0.0,3.0,0.0,' negativ
9,6.0,5.0,4.0,1.0,0.0,5.0,0.0,' negativ
10,1.0,2.0,7.0,0.0,0.0,0.0,0.0,' negativ
11,2.0,1.0,5.0,1.0,0.0,2.0,0.0,' negativ
12,2.0,3.0,8.0,3.0,0.0,4.0,3.0,' negativ
13,0.0,0.0,6.0,2.0,0.0,3.0,0.0,' negativ
14,2.0,5.0,5.0,3.0,0.0,4.0,0.0,' negativ
15,1.0,3.0,5.0,0.0,0.0,4.0,6.0,' negativ
16,5.0,6.0,6.0,2.0,0.0,8.0,9.0,' negativ
17,3.0,3.0,5.0,1.0,0.0,3.0,1.0,' negativ
18,3.0,3.0,7.0,3.0,0.0,8.0,2.0,' negativ
19,3.0,2.0,8.0,2.0,0.0,3.0,5.0,' negativ
20,5.0,4.0,7.0,4.0,0.0,6.0,0.0,' negativ
21,4.0,6.0,9.0,2.0,0.0,3.0,4.0,' negativ
22,0.0,2.0,6.0,5.0,0.0,4.0,7.0,' negativ
23,8.0,5.0,4.0,3.0,0.0,5.0,1.0,' negativ
24,5.0,4.0,4.0,2.0,0.0,4.0,0.0,' negativ
25,3.0,9.0,7.0,2.0,0.0,4.0,4.0,' negativ
26,3.0,3.0,8.0,1.0,0.0,2.0,4.0,' negativ
27,2.0,1.0,7.0,1.0,0.0,6.0,3.0,' negativ
28,3.0,1.0,7.0,2.0,0.0,2.0,0.0,' negativ
29,4.0,6.0,2.0,4.0,0.0,5.0,3.0,' negativ
30,4.0,5.0,6.0,9.0,0.0,6.0,2.0,' negativ
31,2.0,3.0,7.0,3.0,0.0,6.0,1.0,' negativ
32,3.0,2.0,8.0,1.0,0.0,4.0,1.0,' negativ
33,1.0,5.0,8.0,1.0,0.0,9.0,1.0,' negativ
34,4.0,2.0,5.0,1.0,0.0,6.0,0.0,' negativ
35,7.0,5.0,6.0,3.0,0.0,5.0,2.0,' negativ
36,6.0,4.0,4.0,7.0,0.0,5.0,3.0,' negativ
37,4.0,4.0,8.0,3.0,0.0,3.0,0.0,' negativ
38,3.0,3.0,4.0,3.0,0.0,5.0,5.0,' negativ
39,5.0,5.0,5.0,1.0,0.0,4.0,2.0,' negativ
40,0.0,3.0,6.0,3.0,0.0,5.0,1.0,' negativ
41,5.0,4.0,7.0,3.0,0.0,6.0,1.0,' negativ
42,3.0,1.0,6.0,3.0,0.0,6.0,1.0,' negativ
43,5.0,6.0,7.0,2.0,0.0,4.0,5.0,' negativ
44,1.0,3.0,6.0,0.0,0.0,4.0,1.0,' negativ
45,7.0,3.0,6.0,2.0,0.0,4.0,0.0,' negativ
46,2.0,1.0,5.0,0.0,0.0,4.0,4.0,' negativ
47,1.0,3.0,3.0,7.0,0.0,6.0,2.0,' negativ
48,4.0,3.0,5.0,1.0,0.0,3.0,1.0,' negativ
49,1.0,3.0,7.0,4.0,0.0,3.0,2.0,' negativ
50,5.0,4.0,8.0,3.0,0.0,4.0,0.0,' negativ
51,5.0,2.0,4.0,4.0,0.0,6.0,1.0,' negativ
52,6.0,6.0,6.0,1.0,0.0,3.0,5.0,' negativ
53,4.0,4.0,7.0,2.0,0.0,7.0,0.0,' negativ
54,3.0,1.0,5.0,3.0,0.0,7.0,2.0,' negativ
55,4.0,4.0,5.0,3.0,0.0,6.0,5.0,' negativ
56,2.0,4.0,5.0,1.0,0.0,4.0,2.0,' negativ
57,2.0,8.0,4.0,1.0,0.0,4.0,0.0,' negativ
58,1.0,4.0,8.0,2.0,0.0,5.0,1.0,' negativ
59,4.0,4.0,7.0,0.0,0.0,9.0,0.0,' negativ
60,2.0,6.0,5.0,2.0,0.0,6.0,0.0,' negativ
61,0.0,4.0,6.0,2.0,0.0,4.0,4.0,' negativ
62,4.0,7.0,2.0,3.0,0.0,6.0,2.0,' negativ
63,4.0,3.0,6.0,2.0,0.0,3.0,5.0,' negativ
64,5.0,4.0,6.0,2.0,0.0,1.0,0.0,' negativ
65,5.0,0.0,8.0,4.0,0.0,3.0,1.0,' negativ
66,3.0,3.0,9.0,0.0,0.0,4.0,1.0,' negativ
67,2.0,3.0,5.0,1.0,0.0,4.0,6.0,' negativ
