,0,1,2,3,4,5,6,7,8,Class
0,4.0,7.0,8.0,1.0,3.0,2.0,4.0,0.0,0.0, negative
1,2.0,5.0,8.0,4.0,5.0,6.0,2.0,0.0,2.0, negative
2,4.0,6.0,7.0,4.0,3.0,1.0,4.0,0.0,0.0, negative
3,2.0,4.0,7.0,4.0,6.0,6.0,2.0,0.0,0.0, negative
4,3.0,6.0,8.0,4.0,3.0,1.0,3.0,0.0,0.0, negative
5,2.0,4.0,7.0,6.0,4.0,6.0,2.0,0.0,0.0, negative
6,3.0,5.0,7.0,5.0,3.0,6.0,3.0,0.0,0.0, negative
7,0.0,3.0,7.0,4.0,5.0,6.0,2.0,0.0,5.0, negative
8,3.0,6.0,7.0,5.0,3.0,2.0,3.0,3.0,0.0, negative
9,2.0,6.0,7.0,5.0,5.0,5.0,2.0,0.0,0.0, negative
10,2.0,5.0,7.0,4.0,5.0,5.0,2.0,0.0,0.0, negative
11,2.0,3.0,7.0,4.0,6.0,6.0,3.0,0.0,0.0, negative
12,4.0,6.0,8.0,2.0,3.0,3.0,4.0,0.0,0.0, negative
13,3.0,7.0,7.0,5.0,3.0,6.0,2.0,0.0,0.0, negative
14,2.0,3.0,8.0,5.0,5.0,6.0,3.0,0.0,0.0, negative
15,2.0,3.0,7.0,5.0,5.0,6.0,3.0,0.0,0.0, negative
16,2.0,2.0,7.0,5.0,5.0,6.0,3.0,0.0,0.0, negative
17,2.0,3.0,7.0,4.0,6.0,7.0,3.0,0.0,0.0, negative
18,4.0,3.0,7.0,3.0,4.0,3.0,4.0,0.0,3.0, negative
19,2.0,3.0,7.0,7.0,5.0,5.0,2.0,0.0,1.0, negative
20,2.0,3.0,7.0,5.0,5.0,6.0,3.0,1.0,4.0, negative
21,2.0,4.0,7.0,4.0,6.0,6.0,2.0,0.0,0.0, negative
22,1.0,2.0,7.0,7.0,6.0,7.0,2.0,0.0,4.0, negative
23,2.0,3.0,7.0,5.0,6.0,6.0,2.0,0.0,0.0, negative
24,3.0,6.0,7.0,5.0,3.0,5.0,3.0,1.0,0.0, negative
25,3.0,4.0,7.0,4.0,5.0,6.0,3.0,0.0,3.0, negative
26,2.0,3.0,7.0,5.0,5.0,6.0,2.0,0.0,2.0, negative
27,2.0,3.0,7.0,5.0,6.0,6.0,2.0,0.0,0.0, negative
28,2.0,6.0,7.0,5.0,5.0,6.0,3.0,0.0,0.0, negative
29,2.0,2.0,7.0,5.0,6.0,6.0,3.0,0.0,1.0, negative
30,2.0,3.0,7.0,4.0,5.0,6.0,3.0,0.0,5.0, negative
31,5.0,6.0,8.0,1.0,3.0,1.0,5.0,0.0,3.0, negative
32,5.0,4.0,7.0,2.0,3.0,2.0,4.0,0.0,1.0, negative
33,4.0,6.0,9.0,4.0,3.0,1.0,3.0,0.0,0.0, negative
34,2.0,3.0,7.0,6.0,5.0,5.0,3.0,0.0,3.0, negative
35,4.0,7.0,8.0,1.0,3.0,2.0,4.0,0.0,0.0, negative
36,6.0,6.0,8.0,2.0,2.0,0.0,4.0,0.0,2.0, negative
37,3.0,4.0,7.0,5.0,4.0,6.0,3.0,0.0,2.0, negative
38,4.0,5.0,8.0,3.0,3.0,3.0,4.0,0.0,1.0, negative
39,1.0,5.0,7.0,6.0,5.0,4.0,2.0,0.0,0.0, negative
40,2.0,2.0,7.0,5.0,6.0,6.0,3.0,0.0,0.0, negative
41,2.0,2.0,7.0,6.0,6.0,6.0,3.0,0.0,0.0, negative
42,2.0,5.0,6.0,4.0,5.0,5.0,3.0,0.0,0.0, negative
43,4.0,4.0,7.0,3.0,4.0,3.0,4.0,0.0,3.0, negative
44,2.0,4.0,7.0,5.0,6.0,5.0,2.0,0.0,0.0, negative
45,2.0,3.0,7.0,5.0,6.0,5.0,2.0,0.0,3.0, negative
46,2.0,3.0,7.0,5.0,5.0,6.0,3.0,0.0,0.0, negative
47,2.0,2.0,7.0,5.0,6.0,6.0,3.0,0.0,3.0, negative
48,2.0,2.0,7.0,4.0,6.0,6.0,3.0,0.0,0.0, negative
49,2.0,2.0,6.0,5.0,7.0,6.0,3.0,0.0,4.0, negative
50,3.0,5.0,7.0,4.0,4.0,2.0,3.0,0.0,0.0, negative
51,2.0,4.0,8.0,5.0,4.0,6.0,2.0,0.0,0.0, negative
52,1.0,4.0,7.0,4.0,5.0,6.0,3.0,0.0,0.0, negative
53,4.0,7.0,8.0,2.0,2.0,0.0,4.0,0.0,0.0, negative
54,3.0,8.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0, negative
55,2.0,4.0,6.0,5.0,5.0,5.0,3.0,0.0,6.0, negative
56,4.0,7.0,8.0,3.0,2.0,2.0,3.0,0.0,0.0, negative
57,3.0,5.0,7.0,5.0,3.0,5.0,3.0,0.0,0.0, negative
58,1.0,5.0,7.0,5.0,5.0,7.0,2.0,0.0,0.0, negative
59,7.0,6.0,6.0,2.0,1.0,1.0,6.0,0.0,0.0, negative
60,3.0,5.0,8.0,5.0,4.0,6.0,2.0,0.0,3.0, negative
61,3.0,3.0,8.0,7.0,4.0,6.0,3.0,0.0,2.0, negative
62,4.0,6.0,2.0,5.0,4.0,4.0,5.0,0.0,0.0, negative
63,1.0,3.0,7.0,6.0,5.0,6.0,2.0,0.0,0.0, negative
64,1.0,3.0,7.0,6.0,5.0,6.0,2.0,0.0,0.0, negative
65,1.0,3.0,7.0,6.0,7.0,4.0,2.0,0.0,0.0, negative
66,1.0,3.0,7.0,5.0,5.0,6.0,3.0,0.0,0.0, negative
67,1.0,4.0,7.0,7.0,4.0,7.0,2.0,0.0,0.0, negative
68,1.0,4.0,7.0,6.0,6.0,6.0,2.0,0.0,0.0, negative
69,2.0,2.0,7.0,4.0,7.0,6.0,3.0,0.0,4.0, negative
70,5.0,1.0,0.0,8.0,4.0,8.0,7.0,0.0,5.0, negative
71,2.0,4.0,8.0,5.0,4.0,5.0,2.0,0.0,5.0, negative
72,3.0,3.0,8.0,5.0,4.0,6.0,3.0,0.0,5.0, negative
73,1.0,4.0,7.0,6.0,6.0,7.0,2.0,0.0,0.0, negative
74,1.0,4.0,7.0,7.0,5.0,7.0,2.0,0.0,6.0, negative
75,1.0,4.0,7.0,7.0,6.0,1.0,2.0,0.0,3.0, negative
76,2.0,2.0,6.0,2.0,7.0,4.0,4.0,0.0,4.0, negative
77,3.0,4.0,8.0,4.0,4.0,6.0,2.0,0.0,0.0, negative
78,4.0,6.0,4.0,6.0,3.0,5.0,4.0,0.0,3.0, negative
79,1.0,6.0,7.0,5.0,5.0,4.0,2.0,0.0,3.0, negative
80,3.0,3.0,7.0,4.0,4.0,7.0,3.0,0.0,3.0, negative
81,5.0,6.0,6.0,4.0,2.0,1.0,5.0,0.0,0.0, negative
82,1.0,5.0,7.0,6.0,4.0,7.0,2.0,0.0,0.0, negative
83,3.0,4.0,8.0,5.0,4.0,6.0,2.0,0.0,0.0, negative
84,2.0,5.0,8.0,4.0,4.0,6.0,2.0,0.0,0.0, negative
