%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 8     Instances: 651
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute 'y' {' negative',' positive'}

@data
0,0.0,0.0,0.0,2.0,0.0,1.0,' negative'
1,0.0,0.0,0.0,4.0,0.0,0.0,' negative'
2,0.0,0.0,0.0,0.0,1.0,0.0,' negative'
3,0.0,0.0,0.0,0.0,0.0,0.0,' negative'
4,0.0,0.0,0.0,2.0,0.0,0.0,' negative'
5,0.0,0.0,0.0,2.0,0.0,0.0,' negative'
6,0.0,0.0,0.0,4.0,0.0,0.0,' negative'
7,0.0,0.0,0.0,4.0,0.0,0.0,' negative'
8,0.0,0.0,1.0,2.0,2.0,0.0,' negative'
9,0.0,0.0,1.0,2.0,0.0,1.0,' negative'
10,0.0,0.0,1.0,2.0,2.0,0.0,' negative'
11,0.0,0.0,2.0,2.0,0.0,0.0,' negative'
12,0.0,0.0,2.0,2.0,0.0,0.0,' negative'
13,0.0,0.0,2.0,1.0,0.0,0.0,' negative'
14,0.0,0.0,3.0,1.0,2.0,0.0,' negative'
15,0.0,0.0,3.0,1.0,2.0,0.0,' negative'
16,0.0,0.0,4.0,1.0,1.0,0.0,' negative'
17,0.0,0.0,4.0,1.0,0.0,4.0,' negative'
18,0.0,0.0,4.0,2.0,3.0,0.0,' negative'
19,0.0,0.0,4.0,4.0,0.0,2.0,' negative'
20,1.0,0.0,0.0,0.0,0.0,0.0,' negative'
21,1.0,0.0,0.0,2.0,0.0,0.0,' negative'
22,1.0,0.0,0.0,4.0,4.0,1.0,' negative'
23,1.0,0.0,0.0,0.0,0.0,0.0,' negative'
24,1.0,0.0,0.0,0.0,0.0,0.0,' negative'
25,1.0,0.0,0.0,4.0,2.0,4.0,' negative'
26,1.0,0.0,1.0,0.0,0.0,0.0,' negative'
27,1.0,0.0,1.0,0.0,4.0,2.0,' negative'
28,1.0,0.0,1.0,2.0,4.0,2.0,' negative'
29,1.0,0.0,1.0,2.0,4.0,1.0,' negative'
30,1.0,0.0,1.0,2.0,0.0,0.0,' negative'
31,1.0,0.0,1.0,3.0,4.0,2.0,' negative'
32,1.0,0.0,1.0,3.0,4.0,1.0,' negative'
33,1.0,0.0,1.0,3.0,0.0,0.0,' negative'
34,1.0,0.0,1.0,4.0,4.0,3.0,' negative'
