@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD2_arff/poker-8-9_vs_6/EWD2poker-8-9_vs_6-5-1tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute Class {' negative',' positive'}
@data
0,3.0,4.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,4.0,' negativ
1,1.0,4.0,3.0,0.0,3.0,4.0,4.0,0.0,0.0,4.0,' negativ
2,0.0,2.0,3.0,3.0,0.0,3.0,4.0,2.0,3.0,2.0,' negativ
3,1.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,2.0,' negativ
4,0.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,' negativ
5,0.0,4.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,' negativ
6,4.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,0.0,' negativ
7,4.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,' negativ
8,3.0,4.0,0.0,4.0,1.0,3.0,4.0,4.0,0.0,3.0,' negativ
9,3.0,0.0,1.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,' negativ
10,3.0,4.0,0.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,' negativ
11,4.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,' negativ
12,3.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,' negativ
13,3.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0,' negativ
14,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,3.0,1.0,' negativ
15,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,' negativ
16,1.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,' negativ
17,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,' negativ
18,4.0,3.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,3.0,' negativ
19,1.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,0.0,2.0,' negativ
20,4.0,2.0,4.0,3.0,3.0,2.0,0.0,2.0,1.0,3.0,' negativ
21,3.0,4.0,1.0,2.0,4.0,2.0,0.0,4.0,1.0,4.0,' negativ
22,0.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,' negativ
23,1.0,1.0,0.0,2.0,1.0,2.0,4.0,1.0,0.0,1.0,' negativ
24,0.0,2.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,' negativ
25,4.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,' negativ
26,3.0,0.0,4.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,' negativ
27,4.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,' negativ
28,0.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,' negativ
29,0.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,' negativ
30,4.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,' negativ
31,0.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,0.0,' negativ
32,0.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,3.0,2.0,' negativ
33,1.0,0.0,3.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,' negativ
34,4.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,' negativ
35,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,' negativ
36,3.0,4.0,0.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,' negativ
37,4.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,' negativ
38,1.0,3.0,3.0,3.0,0.0,1.0,4.0,1.0,0.0,3.0,' negativ
39,4.0,0.0,1.0,0.0,3.0,0.0,4.0,4.0,3.0,4.0,' negativ
40,0.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,' negativ
41,1.0,1.0,1.0,4.0,3.0,4.0,0.0,4.0,0.0,1.0,' negativ
42,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,' positiv
43,0.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,' negativ
44,0.0,4.0,4.0,2.0,0.0,2.0,3.0,4.0,3.0,2.0,' negativ
45,0.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,' negativ
46,4.0,4.0,0.0,4.0,3.0,1.0,1.0,4.0,0.0,1.0,' negativ
47,3.0,2.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,' negativ
48,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,' negativ
49,4.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,3.0,2.0,' negativ
50,4.0,4.0,0.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,' negativ
51,3.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,3.0,2.0,' negativ
52,4.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,' negativ
53,4.0,0.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,' negativ
54,4.0,2.0,4.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,' negativ
55,0.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,' negativ
56,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,' negativ
57,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,3.0,4.0,' negativ
58,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,' negativ
59,1.0,2.0,3.0,2.0,0.0,3.0,4.0,3.0,4.0,2.0,' negativ
60,0.0,4.0,3.0,4.0,0.0,2.0,4.0,2.0,1.0,2.0,' negativ
61,0.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,1.0,3.0,' negativ
