@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD2_arff/poker-8-9_vs_6/EWD2poker-8-9_vs_6-5-3tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute Class {' negative'}
@data
0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,0.0,1.0,' negativ
1,3.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,' negativ
2,4.0,4.0,1.0,4.0,4.0,2.0,3.0,2.0,0.0,4.0,' negativ
3,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,' negativ
4,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,' negativ
5,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,' negativ
6,3.0,3.0,4.0,3.0,1.0,3.0,0.0,4.0,3.0,4.0,' negativ
7,3.0,4.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,4.0,' negativ
8,1.0,4.0,3.0,0.0,3.0,4.0,4.0,0.0,0.0,4.0,' negativ
9,4.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,0.0,3.0,' negativ
10,1.0,3.0,0.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,' negativ
11,3.0,4.0,3.0,3.0,0.0,3.0,4.0,4.0,1.0,3.0,' negativ
12,0.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,0.0,3.0,' negativ
13,0.0,2.0,3.0,3.0,0.0,3.0,4.0,2.0,3.0,2.0,' negativ
14,3.0,2.0,0.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,' negativ
15,1.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,2.0,' negativ
16,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,' negativ
17,0.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,' negativ
18,4.0,2.0,4.0,4.0,1.0,2.0,0.0,2.0,3.0,4.0,' negativ
19,3.0,3.0,1.0,2.0,0.0,2.0,4.0,3.0,4.0,2.0,' negativ
20,0.0,4.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,' negativ
21,0.0,4.0,3.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,' negativ
22,4.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,0.0,' negativ
23,1.0,0.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,' negativ
24,4.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,' negativ
25,3.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,' negativ
26,3.0,4.0,0.0,4.0,1.0,3.0,4.0,4.0,0.0,3.0,' negativ
27,0.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,' negativ
28,3.0,0.0,1.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,' negativ
29,3.0,4.0,0.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,' negativ
30,3.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,4.0,0.0,' negativ
31,0.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,0.0,2.0,' negativ
32,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,' negativ
33,4.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,' negativ
34,3.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,' negativ
35,3.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0,' negativ
36,1.0,4.0,4.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,' negativ
37,4.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,0.0,2.0,' negativ
38,0.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,0.0,2.0,' negativ
39,0.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,' negativ
40,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,3.0,1.0,' negativ
41,3.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,' negativ
42,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,' negativ
43,0.0,0.0,3.0,0.0,1.0,0.0,4.0,4.0,3.0,4.0,' negativ
44,1.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,4.0,0.0,' negativ
45,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,' negativ
46,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,' negativ
47,4.0,4.0,4.0,1.0,1.0,4.0,0.0,4.0,1.0,1.0,' negativ
48,3.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,' negativ
49,3.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,1.0,' negativ
50,3.0,4.0,1.0,4.0,0.0,4.0,1.0,3.0,3.0,3.0,' negativ
51,0.0,0.0,4.0,2.0,3.0,0.0,1.0,2.0,4.0,0.0,' negativ
52,1.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,' negativ
53,3.0,3.0,0.0,4.0,4.0,4.0,1.0,3.0,0.0,3.0,' negativ
54,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,' negativ
55,0.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,' negativ
56,0.0,4.0,1.0,4.0,0.0,1.0,4.0,1.0,3.0,1.0,' negativ
57,3.0,1.0,4.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,' negativ
58,0.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,' negativ
59,1.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,3.0,' negativ
60,0.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,' negativ
61,1.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,3.0,4.0,' negativ
62,4.0,2.0,3.0,4.0,3.0,2.0,0.0,2.0,1.0,4.0,' negativ
63,3.0,3.0,0.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,' negativ
64,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,' negativ
65,4.0,3.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,3.0,' negativ
66,1.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,0.0,2.0,' negativ
67,1.0,2.0,0.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,' negativ
68,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,' negativ
69,4.0,2.0,4.0,3.0,3.0,2.0,0.0,2.0,1.0,3.0,' negativ
70,3.0,4.0,1.0,2.0,4.0,2.0,0.0,4.0,1.0,4.0,' negativ
71,1.0,2.0,0.0,2.0,4.0,4.0,4.0,2.0,0.0,4.0,' negativ
72,0.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,' negativ
73,1.0,1.0,0.0,2.0,1.0,2.0,4.0,1.0,0.0,1.0,' negativ
74,4.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,' negativ
75,0.0,2.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,' negativ
76,0.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,' negativ
77,3.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,' negativ
78,1.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,1.0,4.0,' negativ
79,4.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,' negativ
80,0.0,2.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,' negativ
81,4.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,' negativ
82,0.0,3.0,4.0,0.0,3.0,0.0,4.0,3.0,1.0,0.0,' negativ
83,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,' negativ
84,3.0,0.0,4.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,' negativ
85,4.0,1.0,4.0,4.0,3.0,1.0,0.0,1.0,3.0,4.0,' negativ
86,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,' negativ
87,0.0,1.0,3.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,' negativ
88,4.0,3.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,' negativ
89,0.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,' negativ
90,4.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,' negativ
91,3.0,4.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,' negativ
92,4.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,3.0,' negativ
93,4.0,4.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,4.0,' negativ
94,4.0,2.0,0.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,' negativ
95,4.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0,3.0,2.0,' negativ
96,0.0,4.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,' negativ
97,1.0,4.0,4.0,4.0,1.0,3.0,0.0,3.0,4.0,3.0,' negativ
98,0.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,' negativ
99,0.0,2.0,3.0,4.0,4.0,4.0,0.0,4.0,4.0,2.0,' negativ
100,3.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,4.0,1.0,' negativ
101,1.0,2.0,4.0,2.0,0.0,4.0,4.0,4.0,3.0,2.0,' negativ
102,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,' negativ
103,0.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,' negativ
104,0.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,' negativ
105,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,' negativ
106,1.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,4.0,4.0,' negativ
107,3.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,' negativ
108,4.0,1.0,1.0,2.0,0.0,1.0,4.0,2.0,1.0,1.0,' negativ
109,4.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,' negativ
110,0.0,2.0,4.0,2.0,3.0,0.0,4.0,0.0,1.0,2.0,' negativ
111,4.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,' negativ
112,0.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,0.0,' negativ
113,1.0,1.0,0.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,' negativ
114,1.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,' negativ
115,1.0,2.0,3.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,' negativ
116,0.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,3.0,2.0,' negativ
117,0.0,0.0,1.0,0.0,3.0,4.0,0.0,4.0,4.0,4.0,' negativ
118,0.0,2.0,3.0,0.0,1.0,2.0,4.0,2.0,4.0,0.0,' negativ
119,0.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,' negativ
120,1.0,0.0,3.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,' negativ
121,1.0,0.0,3.0,3.0,4.0,0.0,0.0,3.0,3.0,0.0,' negativ
122,0.0,3.0,4.0,0.0,3.0,3.0,1.0,3.0,1.0,0.0,' negativ
123,3.0,2.0,4.0,2.0,0.0,4.0,3.0,4.0,4.0,4.0,' negativ
124,4.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,' negativ
125,1.0,4.0,3.0,4.0,1.0,2.0,0.0,2.0,4.0,4.0,' negativ
126,3.0,4.0,4.0,4.0,4.0,1.0,0.0,4.0,1.0,1.0,' negativ
127,3.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,' negativ
128,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,' negativ
129,4.0,3.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,3.0,' negativ
130,4.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,' negativ
131,4.0,0.0,0.0,3.0,1.0,0.0,4.0,3.0,1.0,3.0,' negativ
132,1.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,' negativ
133,3.0,3.0,3.0,0.0,4.0,3.0,4.0,0.0,1.0,3.0,' negativ
134,4.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,' negativ
135,1.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,0.0,4.0,' negativ
136,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,' negativ
137,1.0,3.0,3.0,3.0,0.0,4.0,3.0,4.0,4.0,4.0,' negativ
138,3.0,4.0,0.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,' negativ
139,1.0,2.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,' negativ
140,0.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,4.0,' negativ
141,4.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,' negativ
142,1.0,3.0,3.0,3.0,0.0,1.0,4.0,1.0,0.0,3.0,' negativ
143,3.0,4.0,0.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,' negativ
144,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,' negativ
145,0.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,' negativ
146,0.0,2.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,' negativ
147,4.0,0.0,1.0,0.0,3.0,0.0,4.0,4.0,3.0,4.0,' negativ
148,0.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,' negativ
149,1.0,1.0,1.0,4.0,3.0,4.0,0.0,4.0,0.0,1.0,' negativ
150,4.0,2.0,1.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,' negativ
151,0.0,4.0,1.0,1.0,0.0,1.0,4.0,4.0,3.0,4.0,' negativ
152,0.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,' negativ
153,3.0,3.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,' negativ
154,3.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,0.0,4.0,' negativ
155,4.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,' negativ
156,3.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,' negativ
157,0.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,4.0,3.0,' negativ
158,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,' negativ
159,3.0,2.0,4.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,' negativ
160,3.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,' negativ
161,3.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,2.0,' negativ
162,3.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,' negativ
163,0.0,4.0,4.0,2.0,0.0,2.0,3.0,4.0,3.0,2.0,' negativ
164,1.0,2.0,0.0,3.0,0.0,2.0,3.0,3.0,1.0,3.0,' negativ
165,4.0,0.0,0.0,3.0,4.0,3.0,1.0,3.0,0.0,0.0,' negativ
166,0.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,' negativ
